company_id,url_type,url,mode
Axa,ニュースリリース,https://www.axa.co.jp/news/2026,True
Axa,重要なお知らせ,https://www.axa.co.jp/info/2026,True
Axa,ニュースリリース,https://www.axa.co.jp/news/2025,False
Axa,ニュースリリース,https://www.axa.co.jp/news/2024,False
Axa,ニュースリリース,https://www.axa.co.jp/news/2023,False
Axa,ニュースリリース,https://www.axa.co.jp/news/2022,False
